"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"3181","충청북도 음성군 생극면 오생리","6**","단독","8m미만","70.56","575.00","202408","06","17,000","개인","개인","2016","생오로41번길","-","중개거래","경기 광주시"
"3182","광주광역시 서구 화정동","7**","단독","8m미만","148.23","150.70","202408","06","25,000","개인","개인","1980","상무대로1066번길","-","중개거래","광주 서구"
"3183","충청북도 충주시 문화동","2***","단독","12m미만","112.85","175.00","202408","06","14,900","개인","개인","1980","사직산3길","-","중개거래","충북 충주시"
"3184","경상북도 영주시 휴천동","6**","단독","25m미만","67.56","149.00","202408","06","25,000","개인","개인","1977","목민로","-","중개거래","경북 영주시"
"3185","경상북도 영주시 영주동","4**","단독","12m미만","32.39","66.00","202408","06","3,600","개인","개인","1961","구성로349번길","-","중개거래","경북 영주시"
"3186","충청북도 청주시 상당구 용암동","2***","단독","12m미만","402.30","224.30","202408","06","41,000","개인","개인","2003","낙영로40번길","-","중개거래","충북 청주시 상당구"
"3187","경상북도 포항시 남구 오천읍 문덕리","1***","단독","8m미만","73.80","172.00","202408","06","8,500","개인","개인","1992","해병로325번길","-","중개거래","경북 포항시 남구"
"3188","강원특별자치도 동해시 단봉동","6**","단독","12m미만","87.30","831.00","202408","06","13,822","개인","개인","1990","단실가원1길","-","중개거래","강원 동해시"
"3189","전라남도 화순군 동면 백용리","3**","단독","8m미만","67.28","555.00","202408","06","15,500","개인","개인","2016","백동길","-","중개거래","전남 화순군"
"3190","경기도 부천시 소사구 괴안동","1**","단독","8m미만","144.54","167.20","202408","06","54,000","개인","개인","1984","안곡로","-","중개거래","경기 부천시 소사구, 서울 구로구"
"3191","경기도 수원시 장안구 연무동","1**","단독","8m미만","98.82","103.00","202408","06","50,000","개인","개인","2018","수원천로414번길","-","중개거래","경기 수원시 장안구"
"3192","경상남도 의령군 용덕면 연리","4**","단독","8m미만","165.20","500.00","202408","06","20,800","개인","개인","2013","용암로","-","중개거래","경남 창원시 마산회원구"
"3193","전북특별자치도 김제시 부량면 옥정리","2**","단독","8m미만","84.02","417.00","202408","06","1,200","개인","개인","1989","죽백3길","-","직거래","-"
"3194","경기도 구리시 교문동","4**","단독","12m미만","29.40","144.00","202408","06","81,000","개인","개인","1971","아차산로405번길","-","중개거래","경기 구리시"
"3195","강원특별자치도 원주시 신림면 신림리","1**","단독","8m미만","129.43","440.00","202408","06","29,380","개인","개인","2021","신림황둔로","-","중개거래","강원 원주시"
"3196","경상남도 창원시 의창구 서상동","6**","다가구","25m미만","382.13","223.10","202408","05","94,200","개인","개인","2017","의창대로210번길","-","중개거래","경남 창원시 의창구"
"3197","강원특별자치도 춘천시 칠전동","6**","단독","12m미만","137.34","231.00","202408","05","30,000","개인","개인","2000","칠전서길","-","중개거래","강원 춘천시"
"3198","경기도 양주시 광적면 효촌리","5**","단독","8m미만","99.36","352.00","202408","05","18,300","개인","개인","2012","화합로74번길","-","중개거래","경기 양주시"
"3199","충청남도 부여군 홍산면 교원리","1**","단독","8m미만","59.50","277.00","202408","05","2,933","개인","개인","1978","대백제로817번길","-","중개거래","인천 옹진군"
"3200","전라남도 해남군 해남읍 해리","3**","단독","8m미만","62.80","224.00","202408","05","9,900","개인","개인","1981","팔복길","-","직거래","-"
"3201","전북특별자치도 익산시 동산동","1**","단독","8m미만","80.00","156.00","202408","05","8,000","개인","개인","2001","동천로9길","-","직거래","-"
"3202","충청남도 아산시 배방읍 북수리","1***","다가구","12m미만","440.61","253.10","202408","05","118,000","개인","개인","2020","월천6길","-","직거래","-"
"3203","강원특별자치도 춘천시 교동","1**","단독","8m미만","70.34","164.00","202408","05","16,500","개인","개인","1974","향교앞길","-","중개거래","강원 춘천시"
"3204","전라남도 나주시 남외동","2**","단독","12m미만","69.75","387.00","202408","05","13,000","개인","개인","1960","남외2길","-","직거래","-"
"3205","대구광역시 달성군 화원읍 천내리","5*","다가구","8m미만","409.54","231.90","202408","05","85,300","개인","개인","2016","비슬로523길","-","중개거래","대구 달서구"
"3206","경상남도 밀양시 상남면 기산리","1***","단독","8m미만","99.24","222.70","202408","05","16,100","개인","개인","1994","고노실길","20240823","중개거래","경남 밀양시"
"3207","인천광역시 강화군 선원면 선행리","4**","단독","8m미만","126.52","572.00","202408","05","24,000","개인","개인","2013","시리미로225번길","-","중개거래","인천 강화군"
"3208","서울특별시 동대문구 이문동","1**","다가구","8m미만","135.54","79.00","202408","05","95,000","개인","개인","1993","외대역동로34길","-","중개거래","서울 동대문구"
"3209","강원특별자치도 강릉시 포남동","1***","단독","12m미만","170.53","198.20","202408","05","25,000","개인","개인","1982","보래미하길","-","중개거래","강원 강릉시"
"3210","강원특별자치도 양양군 강현면 정암리","4**","단독","25m미만","66.15","149.00","202408","05","42,500","개인","개인","1990","동해대로","-","중개거래","강원 속초시"
"3211","강원특별자치도 양양군 서면 갈천리","1**","단독","8m미만","58.32","619.00","202408","05","20,000","법인","개인","2014","왕생골길","-","중개거래","강원 양양군"
"3212","경상북도 영천시 대창면 대창리","5**","단독","8m미만","59.50","367.00","202408","05","8,200","개인","개인","1980","신당길","-","중개거래","경북 경산시"
"3213","충청북도 제천시 백운면 화당리","1**","단독","8m미만","168.17","690.50","202408","05","12,500","개인","개인","2013","화당로4안길","20240820","직거래","-"
"3214","경상남도 의령군 가례면 가례리","4**","단독","8m미만","27.77","139.00","202408","05","4,000","개인","개인","1943","새가례로","-","직거래","-"
"3215","경상북도 경주시 내남면 월산리","1***","단독","8m미만","77.35","277.00","202408","05","5,400","개인","개인","1972","반구대로","-","직거래","-"
"3216","경상남도 창녕군 영산면 신제리","5**","단독","-","97.01","333.00","202408","05","27,000","개인","법인","2023","신제중촌길","-","직거래","-"
"3217","충청남도 서산시 부석면 강수리","4**","단독","8m미만","99.34","827.00","202408","05","16,000","개인","개인","2014","강경벌로","-","직거래","-"
"3218","경기도 안성시 대덕면 죽리","2**","단독","8m미만","86.28","771.00","202408","05","15,000","개인","개인","1900","박가루길","-","직거래","-"
"3219","부산광역시 연제구 연산동","1***","다가구","8m미만","198.23","80.00","202408","05","18,700","개인","개인","1991","금련로24번길","-","직거래","-"
"3220","전북특별자치도 전주시 완산구 효자동3가","1***","다가구","25m미만","595.65","289.60","202408","05","88,700","개인","개인","2005","세내로","-","중개거래","전북 전주시 완산구"
"3221","광주광역시 북구 두암동","5**","단독","12m미만","143.81","136.50","202408","05","19,500","개인","개인","1983","동문대로180번길","-","중개거래","광주 북구"
"3222","경상남도 양산시 하북면 순지리","8**","다가구","25m미만","450.94","222.10","202408","05","58,500","개인","개인","2016","신평로","20240815","중개거래","경남 양산시"
"3223","대구광역시 북구 산격동","1***","단독","8m미만","185.48","166.00","202408","05","27,500","개인","개인","1979","대동로4길","-","중개거래","대구 북구"
"3224","전북특별자치도 완주군 구이면 항가리","4**","단독","8m미만","81.17","428.00","202408","05","24,000","개인","기타","2014","신전길","-","직거래","-"
"3225","강원특별자치도 원주시 흥업면 흥업리","1***","단독","8m미만","169.86","377.00","202408","05","31,000","개인","개인","2002","흥업신촌길","-","중개거래","강원 원주시"
"3226","광주광역시 북구 우산동","1**","단독","8m미만","140.41","130.40","202408","05","10,500","법인","개인","1983","중문로20번길","-","직거래","-"
"3227","경상남도 창원시 마산합포구 진북면 예곡리","1**","단독","12m미만","64.80","198.00","202408","05","4,300","개인","개인","2008","의림로","-","직거래","-"
"3228","경상남도 통영시 광도면 용호리","1*","단독","8m미만","111.55","386.00","202408","05","20,000","개인","개인","2007","마구촌길","-","직거래","-"
"3229","전라남도 영암군 도포면 원항리","4**","단독","8m미만","56.00","516.00","202408","05","2,100","개인","개인","2024","원목길","-","중개거래","전남 영암군"
"3230","전라남도 장흥군 부산면 내안리","2**","단독","8m미만","95.67","201.00","202408","05","6,750","개인","개인","2022","내안구룡길","-","직거래","-"
"3231","전북특별자치도 부안군 행안면 신기리","3**","단독","8m미만","139.20","515.00","202408","05","6,000","개인","개인","2014","대초샛터길","-","직거래","-"
"3232","전라남도 광양시 광양읍 목성리","8**","단독","8m미만","75.85","152.00","202408","05","8,300","개인","개인","1985","개성길","-","중개거래","전남 광양시"
"3233","충청남도 청양군 청남면 내직리","1**","단독","8m미만","46.45","198.00","202408","05","700","개인","개인","1919","외직길","-","직거래","-"
"3234","충청북도 괴산군 청천면 도원리","3**","단독","8m미만","80.00","367.00","202408","05","9,000","개인","개인","2016","도원강정길","-","직거래","-"
"3235","경상남도 남해군 설천면 노량리","4**","단독","12m미만","49.89","109.00","202408","05","2,500","개인","개인","1978","노량로","-","직거래","-"
"3236","전라남도 영암군 덕진면 영등리","4**","단독","8m미만","87.26","502.00","202408","05","8,900","개인","개인","2002","영등길","-","중개거래","전남 영암군"
"3237","충청남도 부여군 규암면 내리","1**","단독","8m미만","91.45","320.00","202408","05","6,200","개인","개인","1985","내동로50번길","-","중개거래","충남 부여군"
"3238","경상북도 청송군 진보면 각산리","5**","다가구","25m미만","659.87","345.00","202408","05","132,100","개인","개인","2022","진보로","-","직거래","-"
"3239","광주광역시 동구 지산동","1**","단독","8m미만","123.23","92.00","202408","05","10,400","개인","개인","1979","지호로52번길","-","직거래","-"
"3240","경상남도 남해군 남해읍 서변리","7*","단독","8m미만","61.46","103.00","202408","05","8,200","개인","개인","1982","망운로19번길","-","직거래","-"
"3241","경상북도 성주군 대가면 옥성리","5*","단독","8m미만","98.61","235.00","202408","05","3,150","개인","개인","1990","옥성3길","-","직거래","-"
"3242","충청남도 서산시 운산면 와우리","6**","단독","8m미만","98.78","600.00","202408","05","16,100","개인","개인","2014","와우양지말길","-","직거래","-"
